Index,X,Y
0,101.0,152.0
1,100.8199423579482,173.60691704621752
2,100.63988471589637,195.21383409243506
3,100.45982707384456,216.82075113865258
4,100.27976943179274,238.42766818487013
5,100.09971178974094,260.03458523108765
6,107.02118566635352,278.6081747448033
7,122.75588881692876,293.4173071218153
8,138.49059196750397,308.2264394988273
9,154.2252951180792,323.03557187583925
10,169.95999826865443,337.8447042528512
11,185.6947014192297,352.65383662986324
12,201.42940456980492,367.46296900687526
13,217.16410772038014,382.27210138388716
14,232.8988108709554,397.0812337608992
15,223.35811757963148,411.881468440196
16,207.61299181256686,426.67951897315146
17,191.86786604550224,441.47756950610693
18,176.12274027843762,456.2756200390624
19,160.37761451137294,471.07367057201793
20,144.63248874430832,485.8717211049734
21,128.8873629772437,500.6697716379289
22,113.14223721017902,515.4678221708843
23,102.75209447948085,532.6850711360937
24,102.05543532602923,554.2815048930939
25,101.3587761725776,575.8779386500942
26,100.66211701912599,597.4743724070944
27,99.96545786567437,619.0708061640946
28,99.26879871222275,640.6672399210948
29,108.672231443594,639.9139644014723
30,124.42093807823674,625.1197248355958
31,140.16964471287946,610.3254852697193
32,155.91835134752222,595.5312457038427
33,171.66705798216495,580.7370061379663
34,187.41576461680768,565.9427665720898
35,203.16447125145044,551.1485270062133
36,218.91317788609314,536.3542874403367
37,234.66188452073598,521.5600478744601
38,250.4105911553787,506.76580830858364
39,266.15929779002147,491.9715687427071
40,281.90800442466417,477.17732917683065
41,297.6567110593069,462.38308961095413
42,313.40541769394963,447.5888500450776
43,329.1541243285924,432.7946104792011
44,344.9028309632352,418.0003709133245
45,360.65153759787796,403.20613134744804
46,349.6888469368136,388.31772030987753
47,334.0448451616672,373.41280523276953
48,318.40084338652076,358.50789015566147
49,302.75684161137434,343.60297507855347
50,287.1128398362279,328.69806000144547
51,271.4688380610815,313.79314492433747
52,255.82483628593508,298.88822984722947
53,240.18083451078866,283.98331477012147
54,224.53683273564224,269.07839969301347
55,208.89283096049581,254.17348461590544
56,193.24882918534922,239.26856953879727
57,177.6048274102028,224.36365446168926
58,161.96082563505638,209.45873938458126
59,146.31682385990996,194.55382430747323
60,130.67282208476354,179.64890923036523
61,115.02882030961712,164.74399415325723
62,122.271028896025,158.49603687736615
63,143.86313304421287,157.67608355528304
64,165.45523719240072,156.85613023319996
65,187.04734134058856,156.03617691111688
66,208.63944548877643,155.2162235890338
67,230.2315496369643,154.39627026695072
68,251.82365378515215,153.57631694486764
69,266.89300848766817,159.41949073991128
70,266.532930707109,181.02415757345756
71,266.1728529265499,202.62882440700383
72,265.8127751459908,224.2334912405501
73,265.45269736543173,245.8381580740966
74,265.09261958487264,267.4428249076429
75,276.8097812005807,283.8684218295199
76,292.7092371610869,298.5005298511452
77,308.6086931215931,313.13263787277043
78,324.50814908209924,327.7647458943957
79,340.40760504260544,342.396853916021
80,356.30706100311164,357.0289619376462
81,372.2065169636178,371.66106995927146
82,388.105972924124,386.29317798089676
83,401.9945711153698,400.925286002522
84,386.0951151548636,415.55739402414724
85,370.1956591943574,430.18950204577254
86,354.2962032338512,444.8216100673978
87,338.39674727334506,459.453718089023
88,322.4972913128387,474.08582611064844
89,306.5978353523325,488.71793413227374
90,290.6983793918263,503.350042153899
91,274.7989234313201,517.9821501755242
92,265.2107134719065,535.2880632283227
93,265.7598834912179,556.8887506545709
94,266.3090535105293,578.4894380808191
95,266.8582235298407,600.0901255070671
96,267.4073935491521,621.6908129333156
97,267.9565635684635,643.291500359564
98,282.5395183662502,631.4148129550866
99,298.32780645900465,616.6628217641733
100,314.1160945517587,601.9108305732602
101,329.90438264451313,587.1588393823469
102,345.6926707372672,572.4068481914337
103,361.48095883002156,557.6548570005203
104,377.26924692277566,542.9028658096073
105,393.05753501553005,528.1508746186939
106,408.84582310828415,513.3988834277808
107,424.63411120103854,498.6468922368674
108,440.42239929379264,483.8949010459544
109,456.210687386547,469.142909855041
110,471.99897547930107,454.3909186641279
111,487.7872635720555,439.6389274732145
112,503.57555166480995,424.8869362823011
113,519.3638397575639,410.1349450913881
114,518.9861696585918,395.2375839438125
115,503.4657234045917,380.20405365072213
116,487.94527715059115,365.1705233576314
117,472.42483089659095,350.136993064541
118,456.90438464259034,335.10346277145027
119,441.3839383885902,320.0699324783599
120,425.8634921345896,305.03640218526914
121,410.34304588058944,290.00287189217875
122,394.82259962658884,274.96934159908807
123,379.3021533725887,259.9358113059976
124,363.7817071185881,244.90228101290694
125,348.26126086458794,229.86875071981655
126,332.74081461058734,214.8352204267258
127,317.2203683565872,199.80169013363542
128,301.6999221025866,184.76815984054468
129,286.1794758485861,169.73462954745398
130,273.86600817449823,155.9420494355746
131,295.4632630168833,155.2713272355005
132,317.0605178592678,154.60060503542647
133,338.65777270165285,153.9298828353524
134,360.2550275440374,153.25916063527833
135,381.8522823864224,152.58843843520427
136,403.449537228807,151.91771623513023
137,425.04679207119204,151.24699403505616
138,432.8881133900509,164.65016641379225
139,432.7110073126658,186.25710785477244
140,432.5339012352807,207.8640492957522
141,432.35679515789565,229.4709907367324
142,432.17968908051057,251.07793217771217
143,432.0025830031255,272.68487361869234
144,447.45135309358574,287.65017182206645
145,463.13139166903613,302.51717136027133
146,478.8114302444866,317.38417089847616
147,494.4914688199367,332.2511704366807
148,510.17150739538715,347.1181699748856
149,525.8515459708373,361.9851695130901
150,541.5315845462876,376.85216905129494
151,557.2116231217377,391.7191685894995
152,561.1071999177484,406.584967242134
153,545.4241316500611,421.44877074956895
154,529.7410633823735,436.31257425700426
155,514.0579951146862,451.1763777644392
156,498.37492684699856,466.0401812718745
157,482.69185857931126,480.90398477930944
158,467.00879031162367,495.76778828674475
159,451.32572204393637,510.6315917941797
160,435.6426537762487,525.495395301615
161,433.28974775151585,545.964360593983
162,433.6382131910473,567.5692178449353
163,433.98667863057887,589.1740750958882
164,434.33514407011035,610.7789323468405
165,434.6836095096418,632.3837895977932
166,436.4390612909594,650.627102446556
167,452.07316635398803,635.7118068117126
168,467.70727141701633,620.7965111768694
169,483.3413764800449,605.8812155420261
170,498.9754815430732,590.965919907183
171,514.6095866061019,576.0506242723396
172,530.2436916691302,561.1353286374965
173,545.8777967321588,546.220033002653
174,561.5119017951871,531.30473736781
175,577.1460068582157,516.3894417329666
176,592.7801119212444,501.4741460981232
177,608.4142169842727,486.5588504632801
178,624.0483220473013,471.64355482843666
179,639.6824271103296,456.7282591935936
180,655.3165321733583,441.8129635587502
181,670.9506372363866,426.8976679239071
182,686.5847422994152,411.9823722890637
183,689.8142531359533,397.0325736135079
184,674.2633623149561,382.0305377626635
185,658.7124714939592,367.0285019118195
186,643.161580672962,352.0264660609751
187,627.610689851965,337.024430210131
188,612.0597990309678,322.02239435928664
189,596.508908209971,307.02035850844254
190,580.9580173889741,292.0183226575985
191,565.4071265679765,277.0162868067538
192,549.8562357469796,262.01425095590974
193,534.3053449259827,247.01221510506568
194,518.7544541049851,232.01017925422096
195,503.2035632839883,217.0081434033769
196,487.6526724629914,202.00610755253282
197,472.1017816419944,187.00407170168876
198,456.55089082099687,172.00203585084407
199,441.0,157.0
